Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
19/025,2019-03-03,21,24,26,35,44,47,8,24,,3,3,0,0,3,1,2,0.00,0,2.00,1009090,42.00,128130,156.50,9600,2480.00,640,4097.60,320,48721.40,40,39138745
19/024,2019-02-28,22,24,25,30,32,43,11,,,2,4,0,0,4,1,1,1.00,22009110,2.50,978920,96.00,67980,182.00,9600,4328.90,640,6038.10,320,76690.10,40,50826751
19/023,2019-02-26,9,12,13,19,21,46,15,"13,21",,4,2,1,3,1,0,1,0.00,0,2.00,1111200,66.50,89110,168.00,9600,4341.20,640,5502.90,320,86124.30,40,47922981
19/022,2019-02-23,13,14,15,21,33,49,1,49,,5,1,0,3,1,1,1,0.00,0,2.00,921500,52.00,94510,172.00,9600,2493.00,640,4740.40,320,51593.70,40,37646852
19/021,2019-02-21,16,29,36,39,42,49,34,16,,3,3,0,1,1,2,2,1.00,8000000,0.00,0,68.00,76340,133.00,9600,3150.00,640,3964.50,320,57968.30,40,39151016
19/020,2019-02-19,2,5,8,13,16,33,41,8,,3,3,3,2,0,1,0,2.00,9456870,2.00,992510,244.00,21690,263.00,9600,8435.30,640,5852.90,320,124304.50,40,54279391
19/019,2019-02-16,3,7,8,17,19,23,12,8,,5,1,3,2,1,0,0,0.00,0,8.00,165680,175.50,20140,633.20,9600,7452.00,640,12472.60,320,110653.00,40,44956024
19/018,2019-02-14,5,8,16,20,43,46,11,,,2,4,2,2,0,0,2,0.00,0,0.50,1964380,55.50,94380,174.00,9600,3234.00,640,4922.90,320,64379.00,40,41262549
19/017,2019-02-12,9,17,26,31,32,40,27,,,3,3,1,1,1,3,0,1.00,8000000,3.00,712930,76.00,75040,179.50,9600,3357.50,640,4904.40,320,62975.60,40,43758050
19/016,2019-02-09,1,19,29,34,39,49,43,"19,29",,5,1,1,1,1,2,1,6.00,16661140,19.50,426780,2470.00,19200,1437.00,9600,43397.00,640,30893.20,320,481568.80,40,295210446
19/015,2019-02-06,2,4,11,15,19,29,1,19,,4,2,2,3,1,0,0,0.00,0,5.00,238450,116.50,27290,430.20,9600,4764.30,640,10338.30,320,75011.50,40,40438840
19/014,2019-02-03,5,6,13,19,34,35,39,,,4,2,2,2,0,2,0,1.00,57113160,2.00,2259450,157.90,76310,342.00,9600,9286.70,640,10279.70,320,165382.60,40,96735350
19/013,2019-01-31,18,22,26,31,33,41,27,,31,3,3,0,1,2,2,1,0.00,0,6.50,491550,127.00,67080,316.50,9600,6825.00,640,8134.20,320,120932.90,40,70840561
19/012,2019-01-29,3,10,14,24,32,45,29,"14,45",,2,4,2,1,1,1,1,0.00,0,3.00,1059880,82.00,103400,189.50,9600,4487.90,640,6163.50,320,89523.70,40,62109172
19/011,2019-01-26,14,27,29,41,45,46,21,"41,46",,4,2,0,1,2,0,3,0.00,0,4.50,564250,45.00,150460,142.00,9600,2944.00,640,4370.20,320,57281.00,40,47294425
19/010,2019-01-24,11,18,33,41,43,46,36,33,,4,2,0,2,0,1,3,0.00,0,1.00,2293390,42.50,143890,137.50,9600,2916.50,640,4525.50,320,61296.00,40,44236976
19/009,2019-01-22,3,19,25,30,33,48,44,,,4,2,1,1,2,1,1,0.00,0,0.00,0,50.00,103170,128.50,9600,3242.00,640,3608.50,320,65297.70,40,39346968
19/008,2019-01-19,13,24,31,34,44,47,8,,,3,3,0,1,1,2,2,2.00,11627890,3.00,765870,114.50,53510,214.00,9600,4040.50,640,5708.80,320,69701.60,40,48310598
19/007,2019-01-17,16,18,28,35,36,41,37,16,,2,4,0,2,1,2,1,0.00,0,3.50,624610,75.50,77210,174.50,9600,3627.00,640,4659.40,320,65190.40,40,44649754
19/006,2019-01-15,10,16,17,33,44,48,7,"10,48",,2,4,1,2,0,1,2,0.00,0,0.00,0,49.00,98190,150.00,9600,2569.00,640,4331.70,320,49354.50,40,36414274
19/005,2019-01-13,10,18,35,37,48,49,27,,,3,3,1,1,0,2,2,1.00,16750570,3.50,656920,62.00,98890,200.50,9600,3760.00,640,5244.40,320,72156.80,40,47666641
19/004,2019-01-10,6,7,28,31,36,43,23,,,3,3,2,0,1,2,1,0.50,19705660,3.00,745290,74.00,80570,214.40,9600,4297.00,640,5965.60,320,81804.00,40,48832550
19/003,2019-01-08,4,5,12,23,30,40,10,"12,23",,2,4,2,1,2,1,0,0.00,0,4.50,370220,87.50,50770,371.50,9600,4683.30,640,9811.20,320,80449.20,40,46530412
19/002,2019-01-05,12,13,16,19,23,45,2,"23,45",,4,2,0,4,1,0,1,0.00,0,1.00,1570090,41.50,100880,196.50,9600,2943.10,640,4666.10,320,54330.60,40,35071980
19/001,2019-01-03,8,23,25,30,32,45,24,,,3,3,1,0,3,1,1,1.50,56073510,10.50,765400,311.00,68910,750.00,9600,16038.50,640,22276.20,320,295264.10,40,176446163
18/149,2018-12-30,6,7,13,33,35,46,43,35,,4,2,2,1,0,2,1,0.00,0,3.00,892540,80.00,89250,241.50,9600,5047.10,640,6287.50,320,96070.20,40,57443763
18/148,2018-12-27,1,4,17,22,23,35,37,,,4,2,2,1,2,1,0,0.00,0,0.00,0,80.50,72990,170.00,9600,4489.80,640,4749.50,320,81979.40,40,47126979
18/147,2018-12-25,2,14,16,32,41,47,23,,,2,4,1,2,0,1,2,0.00,0,0.00,0,59.50,94400,212.50,9600,3167.60,640,4881.60,320,57466.50,40,43260043
18/146,2018-12-22,7,20,33,46,48,49,4,7,,3,3,1,1,0,1,3,0.00,0,2.00,826620,50.50,87300,142.00,9600,3108.50,640,3887.00,320,56475.50,40,35124564
18/145,2018-12-20,4,7,8,12,13,26,42,13,,2,4,3,2,1,0,0,1.00,8000000,2.00,464330,193.00,19200,139.90,9600,7593.20,640,4355.80,320,96243.00,40,36297083
18/144,2018-12-18,1,10,11,13,30,33,45,"10,30,33",,4,2,2,2,1,1,0,2.00,13029820,0.50,1694450,186.00,30360,233.50,9600,7995.30,640,5823.20,320,116725.30,40,54459223
18/143,2018-12-15,5,10,30,33,36,37,22,33,,3,3,2,0,1,3,0,0.00,0,0.50,2026450,49.50,109160,182.00,9600,3484.70,640,5711.30,320,67035.30,40,43207848
18/142,2018-12-13,1,15,21,23,24,33,39,33,,5,1,1,1,3,1,0,0.00,0,3.50,522700,86.50,56400,151.50,9600,4868.90,640,4075.50,320,75938.60,40,41324095
18/141,2018-12-11,7,8,10,20,33,42,22,20,,2,4,3,1,0,1,1,0.50,13401630,2.00,746180,84.50,47090,358.50,9600,5229.10,640,8691.80,320,88767.80,40,44543443
18/140,2018-12-08,20,27,29,40,45,48,43,"20,40",,3,3,0,1,2,1,2,0.00,0,0.50,1849020,43.50,113350,82.50,9600,1805.50,640,2680.00,320,39840.50,40,33230965
18/139,2018-12-06,8,20,32,40,44,46,34,"8,20",,0,6,1,1,0,2,2,1.00,68983460,2.00,2247990,128.50,93300,413.50,9600,7175.50,640,11153.40,320,133184.10,40,93325843
18/138,2018-12-04,8,11,14,20,22,31,19,20,,2,4,1,3,1,1,0,0.00,0,9.50,396630,150.00,66980,372.50,9600,8029.10,640,10793.30,320,152307.70,40,84935893
18/137,2018-12-01,2,20,29,32,38,39,47,,,2,4,1,1,1,3,0,0.00,0,1.50,1995980,95.00,84040,361.00,9600,4897.10,640,6318.00,320,95113.80,40,63629516
18/136,2018-11-29,14,25,31,34,36,43,35,,,3,3,0,1,1,3,1,0.00,0,2.50,1129210,86.50,87030,209.00,9600,4503.90,640,6518.90,320,83280.40,40,57384811
18/135,2018-11-27,7,8,15,27,29,38,39,8,27,4,2,2,1,2,1,0,0.00,0,4.00,495790,275.20,19210,260.50,9600,6688.60,640,6446.00,320,102779.00,40,50896557
18/134,2018-11-24,3,8,13,25,30,34,32,,,3,3,2,1,2,1,0,0.00,0,2.50,719920,98.00,48970,225.50,9600,4867.40,640,5389.30,320,85874.50,40,43749802
18/133,2018-11-22,15,16,18,22,26,48,34,,22,1,5,0,3,2,0,1,0.00,0,0.00,0,60.50,81440,154.50,9600,3807.30,640,4663.90,320,70132.10,40,40287125
18/132,2018-11-20,4,12,14,17,29,35,38,"12,14",,3,3,1,3,1,1,0,0.00,0,1.00,1873350,44.50,112260,121.50,9600,2920.30,640,3572.70,320,56869.40,40,37366055
18/131,2018-11-17,5,9,12,14,42,43,45,,,3,3,2,2,0,0,2,1.00,8000000,0.50,1502440,51.50,77790,147.00,9600,3086.50,640,3868.70,320,59444.40,40,33350413
18/130,2018-11-15,2,10,29,32,40,41,44,,,2,4,2,0,1,2,1,2.00,11485480,1.00,2013190,48.50,138360,128.50,9600,3282.40,640,4127.20,320,66305.10,40,47672483
18/129,2018-11-13,8,22,30,34,35,37,29,,,2,4,1,0,2,3,0,0.00,0,1.00,2029230,52.00,104060,159.00,9600,3272.40,640,4371.90,320,63393.50,40,41521595
18/128,2018-11-11,6,24,26,36,44,49,8,24,,1,5,1,0,2,1,2,0.00,0,0.50,1660960,48.00,92270,111.00,9600,3110.90,640,5022.20,320,56144.90,40,35329061
18/127,2018-11-08,9,16,22,24,40,47,17,"22,47",,2,4,1,1,2,1,1,1.00,33142540,4.00,733610,65.50,119460,184.00,9600,3940.50,640,5475.00,320,78909.70,40,56841719
18/126,2018-11-06,1,8,22,23,46,47,12,,,3,3,2,0,2,0,2,0.00,0,0.00,0,100.50,58080,245.50,9600,4755.70,640,7589.10,320,83048.30,40,50349422
18/125,2018-11-03,4,19,24,38,39,44,46,,,2,4,1,1,1,2,1,0.00,0,0.00,0,69.50,72730,130.50,9600,3313.00,640,4003.00,320,60623.10,40,38826786
18/124,2018-11-01,9,13,15,16,20,32,12,,,3,3,1,4,0,1,0,0.00,0,1.00,1586360,61.00,69340,143.20,9600,2821.50,640,4798.70,320,54816.10,40,34315573
18/123,2018-10-30,4,7,10,22,34,42,38,,,1,5,3,0,1,1,1,1.00,77995180,4.00,1499590,314.00,50940,642.00,9600,14783.10,640,16659.60,320,259539.60,40,139409881
18/122,2018-10-27,1,5,15,39,45,47,43,,,6,0,2,1,0,1,2,0.00,0,0.00,0,50.50,99520,106.00,9600,3137.60,640,3662.00,320,57428.80,40,37596128
18/121,2018-10-25,6,13,20,25,27,29,21,"6,20",25,4,2,1,2,3,0,0,0.00,0,1.00,1649920,62.50,70390,142.50,9600,2962.00,640,3748.20,320,52935.40,40,34570196
18/120,2018-10-23,6,17,20,34,36,44,15,,,1,5,1,2,0,2,1,1.00,32435310,2.00,1454710,83.00,93470,208.00,9600,4794.60,640,6091.20,320,89905.90,40,59120983
18/119,2018-10-20,10,13,22,25,40,42,5,,,2,4,1,1,2,1,1,0.00,0,3.00,852890,82.00,83200,284.00,9600,4815.40,640,7728.20,320,89441.60,40,56673773
18/118,2018-10-16,7,11,19,32,45,46,37,,,4,2,1,2,0,1,2,0.00,0,0.00,0,69.00,77590,129.50,9600,3264.00,640,3996.90,320,60782.70,40,40280013
18/117,2018-10-14,8,14,21,24,34,43,1,,14,2,4,1,1,2,1,1,0.00,0,4.00,378230,84.50,47740,196.50,9600,3992.70,640,5505.40,320,61514.70,40,36569904
18/116,2018-10-11,7,9,19,29,39,42,41,"7,9",,5,1,2,1,1,1,1,3.00,10274390,4.50,363180,380.70,19200,276.50,9600,10775.40,640,5615.00,320,100304.90,40,56622185
18/115,2018-10-09,7,9,18,27,44,45,15,44,9,4,2,2,1,1,0,2,0.00,0,2.50,935340,226.00,27590,208.00,9600,6611.70,640,6016.00,320,96568.10,40,53975783
18/114,2018-10-06,2,10,35,39,44,49,8,35,,3,3,2,0,0,2,2,0.00,0,1.00,2309630,47.50,129660,149.00,9600,2659.70,640,4738.20,320,55104.20,40,44024832
18/113,2018-10-04,13,19,34,35,45,46,27,13,,4,2,0,2,0,2,2,0.00,0,0.00,0,102.00,52130,115.00,9600,3299.00,640,3606.10,320,50780.50,40,38905297
18/112,2018-10-02,13,18,23,28,33,49,19,,,4,2,0,2,2,1,1,0.50,8000000,2.50,542950,195.90,19200,183.40,9600,5436.80,640,4691.60,320,73711.00,40,36647793
18/111,2018-09-29,9,31,34,35,37,38,16,,,4,2,1,0,0,5,0,1.00,29648760,1.00,2425630,150.00,43120,201.00,9600,5329.80,640,5806.00,320,84238.20,40,52478385
18/110,2018-09-27,14,17,30,46,48,49,36,"14,48",,2,4,0,2,1,0,3,0.00,0,1.00,2438550,53.50,121540,178.00,9600,3525.50,640,5047.50,320,67629.10,40,48426612
18/109,2018-09-25,5,14,20,22,24,48,4,,,1,5,1,2,2,0,1,0.00,0,0.00,0,44.00,106910,238.50,9600,3085.20,640,5979.40,320,57508.40,40,39632034
18/108,2018-09-23,2,13,21,23,32,40,30,40,23,3,3,1,1,2,2,0,0.00,0,1.50,1198130,52.50,91280,150.50,9600,3021.20,640,4259.30,320,54639.50,40,37209774
18/107,2018-09-20,5,6,17,26,40,41,46,,,3,3,2,1,1,1,1,2.00,41457630,6.00,1273070,251.50,80990,485.50,9600,12249.50,640,15018.00,320,230221.60,40,152730121
18/106,2018-09-18,9,11,18,23,32,48,26,"11,48",18,3,3,1,2,1,1,1,0.50,19088920,2.00,904080,103.00,46810,225.50,9600,5206.70,640,6032.50,320,87581.90,40,44773126
18/105,2018-09-15,4,6,11,33,37,48,41,48,,3,3,2,1,0,2,1,0.00,0,1.00,1888120,64.50,78060,122.00,9600,3248.70,640,3312.50,320,66795.20,40,38545605
18/104,2018-09-13,14,20,22,39,41,48,35,,,2,4,0,2,1,1,2,0.00,0,1.00,1958130,47.00,111100,107.50,9600,2247.50,640,3184.70,320,44383.00,40,36315128
18/103,2018-09-11,31,36,38,45,47,49,37,,,4,2,0,0,0,3,3,1.50,41665410,8.50,498470,206.50,54710,583.00,9600,7966.00,640,13571.40,320,139606.20,40,95671770
18/102,2018-09-08,7,9,12,18,41,46,33,,,3,3,2,2,0,0,2,0.00,0,2.00,1574870,107.00,78490,259.50,9600,6520.50,640,8303.20,320,129641.30,40,69596473
18/101,2018-09-06,17,26,30,33,38,49,47,33,,3,3,0,1,2,2,1,0.00,0,3.00,968550,69.00,112290,267.00,9600,5294.00,640,7073.00,320,98937.10,40,61961408
18/100,2018-09-04,4,5,33,36,44,47,13,,4,3,3,2,0,0,2,2,0.00,0,4.00,701220,70.00,106850,219.50,9600,4351.30,640,6314.80,320,88143.70,40,57383519
18/099,2018-09-01,10,13,20,26,35,45,37,,,3,3,1,2,1,1,1,0.00,0,2.00,1126340,74.00,81170,154.50,9600,3721.30,640,4163.20,320,67359.00,40,45175138
18/098,2018-08-30,4,15,21,23,44,46,13,46,,3,3,1,1,2,0,2,0.00,0,0.00,0,51.50,109350,127.50,9600,2533.00,640,3615.40,320,52196.60,40,39930583
18/097,2018-08-28,9,18,26,30,36,46,2,,,1,5,1,1,2,1,1,0.00,0,5.00,303780,70.50,57450,215.00,9600,4021.40,640,5352.20,320,66536.00,40,37295219
18/096,2018-08-25,3,4,19,28,31,48,27,,,3,3,2,1,1,1,1,1.00,17372290,0.00,0,49.50,108840,168.00,9600,3722.40,640,5333.40,320,74805.60,40,43510767
18/095,2018-08-23,12,14,22,30,38,44,34,,,0,6,0,2,2,1,1,0.50,22621950,2.50,874620,101.00,57730,202.90,9600,4380.40,640,6232.30,320,77537.10,40,47899633
18/094,2018-08-21,3,10,18,28,40,47,4,47,,2,4,2,1,1,1,1,0.00,0,0.00,0,64.50,83330,187.50,9600,3877.70,640,6038.70,320,76549.70,40,44522637
18/093,2018-08-18,2,14,24,37,42,47,20,,,2,4,1,1,1,1,2,0.00,0,1.00,1957200,41.50,125760,83.50,9600,2431.00,640,2830.40,320,47064.20,40,36081968
18/092,2018-08-16,9,13,16,27,29,41,37,,16,5,1,1,2,2,0,1,1.50,9202840,1.00,1934750,97.00,53180,161.00,9600,4256.40,640,4452.70,320,76568.90,40,42465474
18/091,2018-08-14,32,37,38,42,43,49,24,"38,49",,3,3,0,0,0,3,3,0.00,0,2.00,1011740,85.50,63110,100.50,9600,2861.50,640,3520.50,320,51361.00,40,38520803
18/090,2018-08-11,1,11,25,38,47,49,37,11,11,5,1,1,1,1,1,2,1.50,51333300,6.00,737250,251.00,46990,611.00,9600,11103.00,640,13878.00,320,188676.10,40,106234298
18/089,2018-08-09,8,10,11,20,21,34,13,21,,2,4,2,2,1,1,0,0.00,0,3.00,1233410,188.00,52480,409.00,9600,10063.80,640,11697.60,320,167488.00,40,88736859
18/088,2018-08-07,4,21,25,39,46,47,12,4,,4,2,1,0,2,1,2,0.00,0,2.00,1982660,86.50,122240,248.50,9600,5776.50,640,7916.40,320,105030.80,40,77531707
18/087,2018-08-04,4,15,23,34,37,48,30,34,4,3,3,1,1,1,2,1,0.00,0,0.00,0,82.00,97070,152.50,9600,4498.00,640,5141.90,320,84766.90,40,57867403
18/086,2018-08-02,3,5,11,34,35,45,28,,,5,1,2,1,0,2,1,0.00,0,0.50,2273430,116.00,52260,253.00,9600,5140.70,640,7372.40,320,89134.10,40,52404823
18/085,2018-07-31,24,27,36,43,44,46,30,43,,2,4,0,0,2,1,3,0.00,0,1.00,2645330,61.50,114700,157.50,9600,3353.00,640,4081.00,320,63819.70,40,49808124
18/084,2018-07-28,5,7,11,26,30,43,17,,,4,2,2,1,2,0,1,0.50,25797520,2.00,987460,106.00,49680,234.50,9600,5596.70,640,7198.10,320,98157.00,40,49131719
18/083,2018-07-26,22,32,37,44,46,49,38,"32,37",,2,4,0,0,1,2,3,0.00,0,0.00,0,48.00,129730,136.00,9600,2695.50,640,4340.50,320,53756.60,40,43847504
18/082,2018-07-24,2,16,17,27,32,37,12,37,,3,3,1,2,1,2,0,0.50,21063850,6.00,368360,96.00,61390,276.90,9600,4537.40,640,6433.10,320,76267.20,40,49746773
18/081,2018-07-21,13,14,15,37,38,44,40,,,3,3,0,3,0,2,1,0.00,0,1.00,1596690,178.00,23920,193.50,9600,7461.40,640,3732.80,320,67678.20,40,41170279
18/080,2018-07-19,12,16,23,25,40,42,20,,,2,4,0,2,2,1,1,0.00,0,0.00,0,53.50,81900,138.50,9600,2881.20,640,3939.90,320,53555.90,40,34471808
18/079,2018-07-17,6,10,32,36,41,48,47,36,,1,5,2,0,0,2,2,1.00,82939250,4.50,1699200,236.50,86210,539.50,9600,11559.20,640,15976.00,320,223700.80,40,153065101
18/078,2018-07-14,7,13,22,27,33,36,45,"7,33",,4,2,1,1,2,2,0,0.00,0,3.00,699910,116.00,48260,217.50,9600,5407.40,640,5349.50,320,91232.80,40,48689954
18/077,2018-07-12,1,5,7,8,30,33,22,8,,4,2,4,0,1,1,0,0.00,0,4.50,308270,183.00,20210,457.40,9600,9192.90,640,10540.80,320,127009.20,40,47050151
18/076,2018-07-10,6,8,29,38,41,49,2,8,,3,3,2,0,1,1,2,0.00,0,1.50,1423250,63.50,89650,175.50,9600,3811.00,640,5782.50,320,71930.10,40,45354928
18/075,2018-07-07,8,17,20,26,40,46,19,"20,40",,1,5,1,2,1,1,1,0.00,0,0.00,0,37.50,118200,119.50,9600,2337.20,640,3628.00,320,44979.10,40,32927491
18/074,2018-07-05,1,13,20,34,38,40,29,,,2,4,1,2,0,3,0,2.00,17198000,2.00,1364520,87.00,83640,181.20,9600,4508.80,640,5575.70,320,87996.30,40,55411514
18/073,2018-07-03,3,21,22,41,45,49,10,,3,5,1,1,0,2,0,3,0.00,0,1.00,2546760,69.00,98420,176.50,9600,3666.50,640,5403.90,320,72517.40,40,50608349
18/072,2018-06-30,5,6,16,18,30,32,27,6,30,1,5,2,2,1,1,0,0.00,0,1.00,1634120,137.50,31690,219.50,9600,5270.60,640,5825.60,320,84195.80,40,42007464
18/071,2018-06-28,6,13,23,29,38,45,41,,,4,2,1,1,2,1,1,0.00,0,4.00,472180,70.50,71440,125.50,9600,3721.60,640,3723.50,320,66613.40,40,39406627
18/070,2018-06-26,7,8,12,17,33,42,26,,,3,3,2,2,0,1,1,0.00,0,2.00,648870,72.00,48060,254.00,9600,4228.20,640,6497.60,320,77968.30,40,36758876
18/069,2018-06-23,2,9,16,18,24,46,47,"16,24",,1,5,2,2,1,0,1,1.00,8000000,1.00,1484890,50.50,78410,111.50,9600,3001.50,640,2704.50,320,56044.80,40,31438747
18/068,2018-06-21,16,23,24,31,33,34,18,"31,33",,3,3,0,1,2,3,0,1.00,15061670,3.00,605700,83.50,58030,172.50,9600,3901.20,640,4850.90,320,66071.70,40,40111452
18/067,2018-06-19,2,7,21,31,33,42,24,"7,21",,4,2,2,0,1,2,1,0.00,0,0.00,0,47.50,90400,102.50,9600,2695.80,640,3482.90,320,52768.40,40,32836452
18/066,2018-06-17,1,7,20,21,35,48,22,35,,4,2,2,1,1,1,1,1.00,8000000,1.00,1432920,74.50,51290,217.00,9600,3984.40,640,5601.90,320,68542.20,40,36416856
18/065,2018-06-14,2,10,24,28,35,39,27,,,2,4,2,0,2,2,0,1.00,20389220,7.70,277480,71.50,79680,194.00,9600,3964.10,640,5711.90,320,71819.10,40,45839309
18/064,2018-06-12,30,31,34,40,41,42,33,41,,2,4,0,0,1,3,2,0.00,0,3.50,569440,110.00,48310,230.50,9600,3388.40,640,5115.50,320,54285.50,40,42205621
18/063,2018-06-09,11,23,35,41,46,49,47,,,5,1,0,1,1,1,3,0.00,0,2.00,853450,39.50,115230,135.50,9600,2276.50,640,3602.00,320,44844.10,40,33720272
18/062,2018-06-07,5,32,34,36,38,43,25,34,,2,4,1,0,0,4,1,1.00,22308460,1.50,1431870,72.50,79000,209.50,9600,3832.70,640,5273.40,320,66735.60,40,45474002
18/061,2018-06-05,6,10,24,34,40,45,9,,,1,5,2,0,1,2,1,0.00,0,2.00,1021360,62.00,87850,204.50,9600,3534.50,640,6690.60,320,68551.70,40,44580299
18/060,2018-06-02,4,15,30,33,38,41,16,33,,3,3,1,1,1,2,1,0.00,0,0.00,0,38.50,120300,97.70,9600,2149.80,640,3446.40,320,43783.50,40,33133513
18/059,2018-05-31,3,5,28,33,40,49,32,3,,4,2,2,0,1,2,1,1.00,19705620,2.00,1025320,62.00,88200,166.50,9600,4095.90,640,5235.30,320,79235.70,40,44606628
18/058,2018-05-29,3,6,11,22,45,46,1,22,,3,3,2,1,1,0,2,0.00,0,1.00,1851220,54.00,91410,219.20,9600,3549.00,640,7448.60,320,70092.60,40,42824104
18/057,2018-05-26,1,12,22,40,42,44,28,12,,1,5,1,1,1,1,2,0.00,0,1.00,1538710,46.50,88240,125.00,9600,2491.40,640,3981.00,320,49330.60,40,32063463
18/056,2018-05-24,4,5,7,11,12,13,18,"7,12",,4,2,3,3,0,0,0,6.50,3722560,9.00,52770,417.20,19200,578.50,9600,11353.10,640,10718.90,320,132442.90,40,50418111
18/055,2018-05-22,7,12,14,22,31,33,38,14,22,3,3,1,2,1,2,0,0.00,0,0.50,2008380,70.50,75960,215.70,9600,5066.40,640,6338.70,320,95165.90,40,47892008
18/054,2018-05-19,14,23,29,36,37,47,25,23,,4,2,0,1,2,2,1,0.00,0,3.00,670390,51.00,105160,164.50,9600,2707.60,640,4107.00,320,54641.00,40,39899866
18/053,2018-05-17,3,16,23,30,43,46,26,,,3,3,1,1,2,0,2,0.00,0,0.00,0,60.00,75940,150.50,9600,2853.60,640,3956.50,320,52417.00,40,35467897
18/052,2018-05-15,5,8,9,19,32,44,39,"9,19",,3,3,3,1,0,1,1,1.00,8000000,3.00,518890,60.00,69180,105.00,9600,3832.80,640,4004.00,320,72123.00,40,35243584
18/051,2018-05-13,1,6,9,19,21,23,43,19,,5,1,3,1,2,0,0,3.50,4279170,0.50,635440,237.50,19200,234.50,9600,8680.50,640,5632.50,320,113570.00,40,45831918
18/050,2018-05-10,12,19,25,31,36,49,11,31,,4,2,0,2,1,2,1,0.00,0,1.00,1877040,57.00,87810,167.70,9600,3066.50,640,4759.00,320,57231.10,40,39140482
18/049,2018-05-08,3,14,18,28,31,40,38,"3,40",,2,4,1,2,1,2,0,0.50,8000000,0.50,1795690,42.50,112670,179.00,9600,2814.20,640,5764.20,320,57677.50,40,38567396
18/048,2018-05-05,3,24,40,44,45,49,8,24,,3,3,1,0,1,1,3,1.00,8000000,4.00,389940,62.50,66540,195.00,9600,2568.00,640,4848.80,320,47756.30,40,34081871
18/047,2018-05-03,12,24,30,31,32,34,41,,,1,5,0,1,2,3,0,1.00,34037480,3.00,885210,83.00,85320,239.40,9600,5654.40,640,6017.90,320,96068.20,40,57668253
18/046,2018-05-01,1,5,10,20,21,25,43,21,1,4,2,3,1,2,0,0,0.00,0,3.50,510860,247.70,19240,258.50,9600,9483.10,640,6690.50,320,128367.70,40,53566003
18/045,2018-04-28,2,15,17,18,21,44,14,,,3,3,1,3,1,0,1,0.00,0,1.00,2240180,53.50,111660,188.00,9600,3267.90,640,4762.40,320,63982.30,40,45168809
18/044,2018-04-26,8,12,20,33,35,45,42,"12,20,33",,3,3,1,2,0,2,1,0.00,0,1.50,1330180,64.00,83130,152.00,9600,3684.90,640,4393.00,320,70199.40,40,41942057
18/043,2018-04-24,12,20,21,28,33,41,9,28,,3,3,0,2,2,1,1,0.00,0,2.00,819210,61.50,71040,190.00,9600,2840.20,640,5072.30,320,53855.40,40,35967154
18/042,2018-04-22,10,14,28,30,42,44,35,,,0,6,1,1,2,0,2,1.00,8000000,1.00,1819260,41.50,116900,137.50,9600,2720.00,640,4640.00,320,56207.20,40,37262668
18/041,2018-04-19,20,21,33,40,45,49,43,,,4,2,0,1,1,2,2,1.00,32329980,4.00,715700,61.00,125150,274.00,9600,4637.00,640,6610.00,320,88819.40,40,59701923
18/040,2018-04-17,3,8,16,22,28,32,24,,,1,5,2,1,2,1,0,0.50,47483090,9.50,232340,368.50,19200,712.70,9600,13620.40,640,14687.50,320,184537.40,40,80912775
18/039,2018-04-14,12,14,15,36,38,40,42,,14,1,5,0,3,0,3,0,0.00,0,4.50,670480,81.90,98230,250.00,9600,4777.10,640,6541.80,320,90121.20,40,61591369
18/038,2018-04-12,1,2,9,11,37,41,18,1,,5,1,3,1,0,1,1,0.00,0,3.50,676940,125.00,50540,268.00,9600,6941.30,640,8778.30,320,119613.40,40,59196875
18/037,2018-04-10,1,15,23,34,43,48,25,"23,43",,4,2,1,1,1,1,2,0.00,0,1.00,2745580,66.00,110930,155.00,9600,4000.00,640,5620.50,320,76537.40,40,53744915
18/036,2018-04-07,4,20,23,27,31,43,3,,,4,2,1,1,2,1,1,0.00,0,1.00,2000140,61.50,86720,179.00,9600,3595.10,640,6274.80,320,67803.50,40,43319236
18/035,2018-04-05,19,24,29,39,40,42,30,29,,3,3,0,1,2,2,1,0.50,20929530,2.00,1081310,78.50,73460,246.00,9600,3510.80,640,5639.90,320,65830.00,40,46092385
18/034,2018-04-03,21,29,31,41,46,49,36,,,5,1,0,0,2,1,3,0.00,0,2.00,1073600,55.50,103160,171.00,9600,3300.20,640,4228.70,320,56304.80,40,42758595
18/033,2018-03-31,9,13,16,18,19,34,21,,,3,3,1,4,0,1,0,0.00,0,2.00,704700,41.50,90560,131.50,9600,3286.60,640,3725.80,320,59085.60,40,31938700
18/032,2018-03-29,5,12,24,27,30,47,43,12,,3,3,1,1,3,0,1,2.00,32686570,8.50,686010,197.50,78730,521.50,9600,11874.10,640,13065.50,320,210686.00,40,125802010
18/031,2018-03-24,12,19,23,28,35,45,6,,,4,2,0,2,2,1,1,0.00,0,1.00,2847970,144.00,52740,322.20,9600,6500.50,640,9601.50,320,113512.00,40,66167891
